query,subject,identity,alignment length,mismatches,gap opens,q start,q end,s start,s end,evalue,bit score
IGL,IGLV8-125*01,76.238,101,24,0,841765,841865,169,269,7.12e-16,85.6
IGL,IGLV8-125*01,76.768,99,23,0,1124158,1124256,172,270,7.12e-16,85.6
IGL,IGLV8-125*01,66.883,154,51,0,1243175,1243328,108,261,2.14e-15,84.0
IGL,IGLV8-125*01,65.644,163,56,0,958419,958581,108,270,6.41e-15,82.4
IGL,IGLV8-125*01,64.815,162,57,0,489819,489980,108,269,1.73e-13,77.7
IGL,IGLV8-125*01,75.532,94,23,0,1004380,1004473,176,269,1.73e-13,77.7
IGL,IGLV8-125*01,66.434,143,48,0,1076568,1076710,111,253,5.19e-13,76.1
IGL,IGLV8-125*01,74.227,97,25,0,513687,513783,270,174,5.19e-13,76.1
IGL,IGLV8-125*01,65.306,147,51,0,1232406,1232552,108,254,4.67e-12,72.9
IGL,IGLV8-125*01,70.642,109,32,0,1046678,1046786,160,268,4.67e-12,72.9
IGL,IGLV8-125*01,72.917,96,26,0,197650,197745,109,204,1.40e-11,71.3
IGL,IGLV8-125*01,72.917,96,26,0,208697,208792,109,204,1.40e-11,71.3
IGL,IGLV8-125*01,73.404,94,25,0,969029,969122,176,269,1.40e-11,71.3
IGL,IGLV8-125*01,64.583,144,51,0,835980,836123,111,254,1.26e-10,68.2
IGL,IGLV8-125*01,71.134,97,28,0,441785,441881,108,204,3.78e-10,66.6
IGL,IGLV8-125*01,63.265,147,54,0,858270,858416,108,254,3.40e-09,63.4
IGL,IGLV8-125*01,60.448,268,104,2,718098,718363,2,269,1.02e-08,61.8
IGL,IGLV8-125*01,63.971,136,49,0,164328,164463,2,137,1.02e-08,61.8
IGL,IGLV8-125*01,69.792,96,29,0,276843,276938,175,270,1.02e-08,61.8
IGL,IGLV8-125*01,63.804,163,58,1,907866,908027,108,270,9.19e-08,58.6
IGL,IGLV8-125*01,72.500,80,22,0,77999,78078,190,269,9.19e-08,58.6
IGL,IGLV8-125*01,61.742,264,98,3,273676,273937,2,264,2.76e-07,57.1
IGL,IGLV8-125*01,63.780,127,46,0,583146,583272,2,128,2.76e-07,57.1
IGL,IGLV8-125*01,76.923,65,15,0,708391,708455,5,69,2.76e-07,57.1
IGL,IGLV8-125*01,67.327,101,33,0,79884,79984,169,269,2.76e-07,57.1
IGL,IGLV8-125*01,69.231,91,28,0,1130783,1130873,179,269,2.76e-07,57.1
IGL,IGLV8-125*01,63.190,163,59,1,884609,884770,108,270,8.27e-07,55.5
IGL,IGLV8-125*01,74.286,70,18,0,881489,881558,176,245,8.27e-07,55.5
IGL,IGLV8-125*01,62.992,127,47,0,518071,518197,2,128,2.48e-06,53.9
IGL,IGLV8-125*01,70.000,80,24,0,557894,557973,2,81,7.45e-06,52.3
IGL,IGLV8-125*01,62.205,127,48,0,631644,631770,2,128,2.23e-05,50.7
IGL,IGLV8-125*01,69.136,81,25,0,249448,249528,2,82,2.23e-05,50.7
IGL,IGLV8-125*01,61.417,127,49,0,536338,536464,2,128,2.01e-04,47.5
IGL,IGLV8-125*01,64.948,97,34,0,511505,511601,174,270,2.01e-04,47.5
IGL,IGLV8-125*01,74.138,58,15,0,867404,867461,11,68,6.03e-04,46.0
IGL,IGLV8-125*01,72.131,61,17,0,1227513,1227573,5,65,0.002,44.4
IGL,IGLV8-125*01,71.429,63,18,0,916885,916947,6,68,0.002,44.4
IGL,IGLV8-125*01,65.854,82,28,0,203695,203776,1,82,0.005,42.8
IGL,IGLV8-125*01,71.667,60,17,0,958326,958385,6,65,0.005,42.8
IGL,IGLV8-125*01,71.667,60,17,0,1060555,1060614,6,65,0.005,42.8
IGL,IGLV8-125*01,77.778,63,13,1,444248,444309,208,270,0.005,42.8
IGL,IGLV8-125*01,67.123,73,24,0,511324,511396,2,74,0.016,41.2
IGL,IGLV8-125*01,70.000,60,18,0,884517,884576,6,65,0.049,39.6
IGL,IGLV8-125*01,70.000,60,18,0,907773,907832,6,65,0.049,39.6
IGL,IGLV8-125*01,70.000,60,18,0,1020141,1020200,6,65,0.049,39.6
IGL,IGLV8-125*01,70.000,60,18,0,1236544,1236603,6,65,0.049,39.6
IGL,IGLV8-125*01,70.000,60,18,0,1243082,1243141,6,65,0.049,39.6
IGL,IGLV8-125*01,57.143,168,72,0,552486,552653,108,275,0.049,39.6
IGL,IGLV8-125*01,63.636,88,32,0,262467,262554,182,269,0.049,39.6
IGL,IGLV8-125*01,76.087,46,11,0,518315,518360,228,273,0.049,39.6
IGL,IGLV8-125*01,68.852,61,19,0,1223459,1223519,6,66,0.15,38.0
IGL,IGLV8-125*01,86.667,30,4,0,164511,164540,173,202,0.44,36.5
IGL,IGLV8-125*01,68.333,60,19,0,197758,197817,211,270,0.44,36.5
IGL,IGLV8-125*01,68.333,60,19,0,441894,441953,211,270,0.44,36.5
IGL,IGLV8-125*01,83.871,31,5,0,268956,268986,172,202,1.3,34.9
IGL,IGLV8-125*01,83.871,31,5,0,485085,485115,172,202,1.3,34.9
IGL,IGLV8-125*01,86.207,29,4,0,92466,92494,174,202,1.3,34.9
IGL,IGLV8-125*01,81.818,33,6,0,249705,249737,241,273,1.3,34.9
IGL,IGLV8-125*01,62.195,82,31,0,192632,192713,1,82,4.0,33.3
IGL,IGLV8-125*01,83.333,30,5,0,10251,10280,108,137,4.0,33.3
IGL,IGLV8-125*01,66.129,62,21,0,164572,164633,228,289,4.0,33.3
IGL,IGLV10-114*01,100.000,296,0,0,187464,187759,1,296,8.16e-132,470
IGL,IGLV10-114*01,79.239,289,58,2,224049,224335,8,296,1.24e-62,240
IGL,IGLV10-114*01,71.284,296,85,0,593859,594154,1,296,1.05e-50,201
IGL,IGLV10-114*01,71.284,296,85,0,603040,603335,1,296,1.05e-50,201
IGL,IGLV10-114*01,70.847,295,86,0,598032,598326,1,295,2.84e-49,196
IGL,IGLV10-114*01,70.270,296,88,0,608864,609159,1,296,7.68e-48,191
IGL,IGLV10-114*01,69.595,296,90,0,489715,490010,1,296,6.22e-46,185
IGL,IGLV10-114*01,69.492,295,90,0,562725,563019,1,295,1.87e-45,183
IGL,IGLV10-114*01,69.257,296,91,0,495054,495349,1,296,5.60e-45,182
IGL,IGLV10-114*01,69.310,290,89,0,522710,522999,1,290,5.04e-44,179
IGL,IGLV10-114*01,68.814,295,92,0,636192,636486,1,295,1.51e-43,177
IGL,IGLV10-114*01,67.458,295,96,0,541242,541536,1,295,9.92e-40,164
IGL,IGLV10-114*01,72.222,270,72,1,904569,904838,1,267,9.92e-40,164
IGL,IGLV10-114*01,70.000,270,78,1,1036896,1037165,1,267,5.27e-34,145
IGL,IGLV10-114*01,68.641,287,87,1,1071352,1071638,1,284,1.58e-33,144
IGL,IGLV10-114*01,69.630,270,79,1,1013268,1013537,1,267,4.74e-33,142
IGL,IGLV10-114*01,69.517,269,79,1,854942,855210,1,266,1.42e-32,141
IGL,IGLV10-114*01,75.287,174,43,0,974363,974536,112,285,1.42e-32,141
IGL,IGLV10-114*01,68.056,288,89,1,948722,949009,1,285,4.27e-32,139
IGL,IGLV10-114*01,69.004,271,81,1,992786,993056,1,268,1.28e-31,137
IGL,IGLV10-114*01,72.254,173,48,0,966722,966894,112,284,2.52e-27,123
IGL,IGLV10-114*01,74.839,155,39,0,1236644,1236798,112,266,2.52e-27,123
IGL,IGLV10-114*01,67.286,269,85,1,1095029,1095297,1,266,7.56e-27,122
IGL,IGLV10-114*01,71.839,174,49,0,874946,875119,112,285,7.56e-27,122
IGL,IGLV10-114*01,71.839,174,49,0,1068091,1068264,112,285,7.56e-27,122
IGL,IGLV10-114*01,71.676,173,49,0,942368,942540,112,284,2.27e-26,120
IGL,IGLV10-114*01,71.264,174,50,0,898193,898366,112,285,6.81e-26,118
IGL,IGLV10-114*01,78.462,130,28,0,1001306,1001435,155,284,6.81e-26,118
IGL,IGLV10-114*01,69.312,189,58,0,161242,161430,59,247,2.04e-25,117
IGL,IGLV10-114*01,76.866,134,31,0,867534,867667,147,280,6.12e-25,115
IGL,IGLV10-114*01,77.692,130,29,0,893758,893887,155,284,6.12e-25,115
IGL,IGLV10-114*01,79.032,124,26,0,917034,917157,161,284,6.12e-25,115
IGL,IGLV10-114*01,76.923,130,30,0,937932,938061,155,284,5.51e-24,112
IGL,IGLV10-114*01,69.942,173,52,0,921462,921634,112,284,1.65e-23,110
IGL,IGLV10-114*01,68.333,180,57,0,1060648,1060827,105,284,4.47e-22,106
IGL,IGLV10-114*01,77.049,122,28,0,841763,841884,164,285,4.47e-22,106
IGL,IGLV10-114*01,68.156,179,57,0,845475,845653,105,283,1.34e-21,104
IGL,IGLV10-114*01,64.706,289,99,2,77818,78106,9,294,1.21e-20,101
IGL,IGLV10-114*01,67.598,179,58,0,1020235,1020413,106,284,1.21e-20,101
IGL,IGLV10-114*01,63.300,297,106,1,262286,262582,1,294,3.62e-20,99.9
IGL,IGLV10-114*01,77.099,131,29,1,850691,850820,154,284,3.62e-20,99.9
IGL,IGLV10-114*01,74.797,123,31,0,1124156,1124278,167,289,1.09e-19,98.3
IGL,IGLV10-114*01,72.388,134,37,0,832174,832307,134,267,3.26e-19,96.7
IGL,IGLV10-114*01,65.504,258,86,2,256785,257041,9,264,2.93e-18,93.5
IGL,IGLV10-114*01,68.387,155,49,0,958426,958580,112,266,8.79e-18,91.9
IGL,IGLV10-114*01,64.828,290,98,3,444053,444338,7,296,7.91e-17,88.8
IGL,IGLV10-114*01,77.228,101,23,0,969023,969123,167,267,7.91e-17,88.8
IGL,IGLV10-114*01,77.228,101,23,0,1004374,1004474,167,267,7.91e-17,88.8
IGL,IGLV10-114*01,74.545,110,28,0,1046677,1046786,156,265,2.37e-16,87.2
IGL,IGLV10-114*01,68.056,144,46,0,1243182,1243325,112,255,2.14e-15,84.0
IGL,IGLV10-114*01,67.832,143,46,0,1232414,1232556,113,255,6.41e-15,82.4
IGL,IGLV10-114*01,73.394,109,29,0,1028796,1028904,147,255,6.41e-15,82.4
IGL,IGLV10-114*01,76.667,90,21,0,1227668,1227757,166,255,1.73e-13,77.7
IGL,IGLV10-114*01,68.217,129,41,0,79873,80001,155,283,5.19e-13,76.1
IGL,IGLV10-114*01,76.923,78,18,0,441894,441971,208,285,1.26e-10,68.2
IGL,IGLV10-114*01,71.910,89,25,0,1123971,1124059,1,89,3.40e-09,63.4
IGL,IGLV10-114*01,77.465,71,16,0,1001166,1001236,9,79,3.40e-09,63.4
IGL,IGLV10-114*01,70.526,95,28,0,276843,276937,172,266,3.40e-09,63.4
IGL,IGLV10-114*01,79.688,64,13,0,1020144,1020207,9,72,1.02e-08,61.8
IGL,IGLV10-114*01,59.375,192,78,0,208593,208784,2,193,9.19e-08,58.6
IGL,IGLV10-114*01,78.125,64,14,0,845385,845448,9,72,9.19e-08,58.6
IGL,IGLV10-114*01,78.125,64,14,0,1060558,1060621,9,72,9.19e-08,58.6
IGL,IGLV10-114*01,71.429,84,24,0,631865,631948,202,285,9.19e-08,58.6
IGL,IGLV10-114*01,80.000,60,12,0,583391,583450,226,285,9.19e-08,58.6
IGL,IGLV10-114*01,81.034,58,11,0,297795,297852,226,283,9.19e-08,58.6
IGL,IGLV10-114*01,80.702,57,11,0,893618,893674,9,65,2.76e-07,57.1
IGL,IGLV10-114*01,80.702,57,11,0,937792,937848,9,65,2.76e-07,57.1
IGL,IGLV10-114*01,80.702,57,11,0,1067994,1068050,9,65,2.76e-07,57.1
IGL,IGLV10-114*01,61.146,157,61,0,858264,858420,99,255,2.76e-07,57.1
IGL,IGLV10-114*01,60.736,163,64,0,480496,480658,106,268,2.76e-07,57.1
IGL,IGLV10-114*01,79.661,59,12,0,197758,197816,208,266,2.76e-07,57.1
IGL,IGLV10-114*01,78.689,61,13,0,536581,536641,225,285,2.76e-07,57.1
IGL,IGLV10-114*01,74.286,70,18,0,867403,867472,10,79,8.27e-07,55.5
IGL,IGLV10-114*01,63.871,155,55,1,907873,908026,112,266,8.27e-07,55.5
IGL,IGLV10-114*01,69.697,132,38,2,881442,881572,125,255,8.27e-07,55.5
IGL,IGLV10-114*01,63.710,124,45,0,1116186,1116309,159,282,8.27e-07,55.5
IGL,IGLV10-114*01,70.238,84,25,0,485124,485207,202,285,8.27e-07,55.5
IGL,IGLV10-114*01,71.795,78,22,0,300220,300297,208,285,8.27e-07,55.5
IGL,IGLV10-114*01,90.476,42,4,0,674339,674380,225,266,8.27e-07,55.5
IGL,IGLV10-114*01,70.886,79,23,0,841610,841688,1,79,2.48e-06,53.9
IGL,IGLV10-114*01,73.913,69,18,0,966627,966695,11,79,2.48e-06,53.9
IGL,IGLV10-114*01,82.353,51,9,0,289253,289303,216,266,2.48e-06,53.9
IGL,IGLV10-114*01,77.966,59,13,0,558138,558196,225,283,2.48e-06,53.9
IGL,IGLV10-114*01,73.529,68,18,0,916888,916955,9,76,7.45e-06,52.3
IGL,IGLV10-114*01,75.000,64,16,0,1100218,1100281,9,72,7.45e-06,52.3
IGL,IGLV10-114*01,75.000,64,16,0,1236547,1236610,9,72,7.45e-06,52.3
IGL,IGLV10-114*01,63.226,155,56,1,884616,884769,112,266,7.45e-06,52.3
IGL,IGLV10-114*01,63.793,116,42,0,708503,708618,151,266,7.45e-06,52.3
IGL,IGLV10-114*01,88.095,42,5,0,518315,518356,225,266,7.45e-06,52.3
IGL,IGLV10-114*01,70.130,77,23,0,874847,874923,7,83,2.23e-05,50.7
IGL,IGLV10-114*01,70.130,77,23,0,921363,921439,7,83,2.23e-05,50.7
IGL,IGLV10-114*01,68.675,83,26,0,559238,559320,166,248,2.23e-05,50.7
IGL,IGLV10-114*01,70.667,75,22,0,269013,269087,220,294,2.23e-05,50.7
IGL,IGLV10-114*01,69.737,76,23,0,79716,79791,1,76,6.70e-05,49.1
IGL,IGLV10-114*01,73.438,64,17,0,1227517,1227580,9,72,6.70e-05,49.1
IGL,IGLV10-114*01,72.059,68,19,0,818724,818791,12,79,6.70e-05,49.1
IGL,IGLV10-114*01,62.097,124,47,0,578193,578316,134,257,6.70e-05,49.1
IGL,IGLV10-114*01,96.875,32,1,0,249702,249733,235,266,6.70e-05,49.1
IGL,IGLV10-114*01,79.688,64,12,1,881325,881387,10,73,2.01e-04,47.5
IGL,IGLV10-114*01,60.902,133,52,0,552515,552647,134,266,2.01e-04,47.5
IGL,IGLV10-114*01,67.470,83,27,0,519419,519501,166,248,2.01e-04,47.5
IGL,IGLV10-114*01,70.000,70,21,0,832067,832136,10,79,6.03e-04,46.0
IGL,IGLV10-114*01,75.000,56,14,0,1028665,1028720,10,65,6.03e-04,46.0
IGL,IGLV10-114*01,74.138,58,15,0,513688,513745,266,209,6.03e-04,46.0
IGL,IGLV10-114*01,73.684,57,15,0,1063229,1063285,16,72,0.002,44.4
IGL,IGLV10-114*01,72.881,59,16,0,226921,226979,208,266,0.002,44.4
IGL,IGLV10-114*01,80.000,45,9,0,37695,37739,242,286,0.002,44.4
IGL,IGLV10-114*01,69.118,68,21,0,164327,164394,1,68,0.005,42.8
IGL,IGLV10-114*01,69.118,68,21,0,511323,511390,1,68,0.005,42.8
IGL,IGLV10-114*01,66.250,80,27,0,537709,537788,169,248,0.005,42.8
IGL,IGLV10-114*01,68.116,69,22,0,276663,276731,1,69,0.016,41.2
IGL,IGLV10-114*01,65.060,83,29,0,486265,486347,166,248,0.016,41.2
IGL,IGLV10-114*01,67.692,65,21,0,218916,218980,9,73,0.15,38.0
IGL,IGLV10-114*01,66.176,68,23,0,268773,268840,1,68,0.44,36.5
IGL,IGLV10-114*01,66.176,68,23,0,431931,431998,1,68,0.44,36.5
IGL,IGLV10-114*01,92.308,26,2,0,629952,629977,59,84,0.44,36.5
IGL,IGLV10-114*01,80.556,36,7,0,246054,246089,220,255,0.44,36.5
IGL,IGLV10-114*01,92.000,25,2,0,534683,534707,59,83,1.3,34.9
IGL,IGLV10-114*01,92.000,25,2,0,273913,273937,237,261,1.3,34.9
IGL,IGLV10-114*01,66.667,60,20,0,1114550,1114609,9,68,4.0,33.3
IGL,IGLV10-114*01,71.739,46,13,0,167460,167505,212,257,4.0,33.3
IGL,IGLV1-86*01,100.000,296,0,0,489715,490010,1,296,8.16e-132,470
IGL,IGLV1-86*01,91.892,296,24,0,593859,594154,1,296,6.51e-109,394
IGL,IGLV1-86*01,88.176,296,35,0,603040,603335,1,296,2.04e-98,359
IGL,IGLV1-86*01,87.889,289,35,0,598032,598320,1,289,4.47e-95,348
IGL,IGLV1-86*01,86.780,295,39,0,522710,523004,1,295,4.02e-94,345
IGL,IGLV1-86*01,86.486,296,40,0,608864,609159,1,296,1.21e-93,343
IGL,IGLV1-86*01,86.942,291,38,0,562725,563015,1,291,3.62e-93,342
IGL,IGLV1-86*01,85.811,296,42,0,495054,495349,1,296,9.78e-92,337
IGL,IGLV1-86*01,85.567,291,42,0,541242,541532,1,291,2.38e-89,329
IGL,IGLV1-86*01,84.880,291,44,0,636192,636482,1,291,1.92e-87,323
IGL,IGLV1-86*01,80.000,270,51,1,1013268,1013537,1,267,9.06e-60,231
IGL,IGLV1-86*01,77.431,288,62,1,948722,949009,1,285,7.34e-58,225
IGL,IGLV1-86*01,78.889,270,54,1,904569,904838,1,267,6.61e-57,221
IGL,IGLV1-86*01,75.958,287,66,1,1071352,1071638,1,284,1.44e-53,210
IGL,IGLV1-86*01,77.695,269,57,1,854942,855210,1,266,1.44e-53,210
IGL,IGLV1-86*01,78.351,291,58,3,77810,78099,1,287,1.30e-52,207
IGL,IGLV1-86*01,77.037,270,59,1,1036896,1037165,1,267,3.90e-52,206
IGL,IGLV1-86*01,76.015,271,62,1,992786,993056,1,268,9.48e-50,198
IGL,IGLV1-86*01,76.208,269,61,1,1095029,1095297,1,266,9.48e-50,198
IGL,IGLV1-86*01,74.815,270,65,1,262286,262555,1,267,2.07e-46,187
IGL,IGLV1-86*01,69.595,296,90,0,187464,187759,1,296,6.22e-46,185
IGL,IGLV1-86*01,72.963,270,70,1,79716,79985,1,267,1.22e-41,171
IGL,IGLV1-86*01,74.525,263,64,2,256780,257041,4,264,1.22e-41,171
IGL,IGLV1-86*01,70.035,287,80,1,1236544,1236824,6,292,1.28e-31,137
IGL,IGLV1-86*01,70.588,204,60,0,916954,917157,81,284,1.15e-30,134
IGL,IGLV1-86*01,76.923,156,36,0,841729,841884,130,285,1.15e-30,134
IGL,IGLV1-86*01,70.098,204,61,0,1001232,1001435,81,284,1.04e-29,131
IGL,IGLV1-86*01,70.370,189,56,0,1068076,1068264,97,285,2.52e-27,123
IGL,IGLV1-86*01,70.430,186,55,0,937876,938061,99,284,7.56e-27,122
IGL,IGLV1-86*01,70.430,186,55,0,966709,966894,99,284,7.56e-27,122
IGL,IGLV1-86*01,68.293,205,65,0,974332,974536,81,285,2.27e-26,120
IGL,IGLV1-86*01,69.841,189,57,0,845465,845653,95,283,2.27e-26,120
IGL,IGLV1-86*01,69.892,186,56,0,893702,893887,99,284,6.81e-26,118
IGL,IGLV1-86*01,68.912,193,60,0,208597,208789,6,198,2.04e-25,117
IGL,IGLV1-86*01,68.394,193,61,0,441686,441878,6,198,1.84e-24,114
IGL,IGLV1-86*01,70.833,168,49,0,867486,867653,99,266,5.51e-24,112
IGL,IGLV1-86*01,67.876,193,62,0,197550,197742,6,198,1.65e-23,110
IGL,IGLV1-86*01,65.854,205,70,0,874915,875119,81,285,1.34e-21,104
IGL,IGLV1-86*01,65.686,204,70,0,921431,921634,81,284,4.02e-21,103
IGL,IGLV1-86*01,65.686,204,70,0,942337,942540,81,284,4.02e-21,103
IGL,IGLV1-86*01,68.605,172,54,0,958409,958580,95,266,4.02e-21,103
IGL,IGLV1-86*01,69.478,249,70,2,1243082,1243324,6,254,1.21e-20,101
IGL,IGLV1-86*01,64.651,215,76,0,669814,670028,52,266,1.21e-20,101
IGL,IGLV1-86*01,67.598,179,58,0,1020235,1020413,106,284,1.21e-20,101
IGL,IGLV1-86*01,65.134,261,89,2,470009,470267,3,263,1.09e-19,98.3
IGL,IGLV1-86*01,65.753,292,96,3,444051,444338,5,296,1.09e-19,98.3
IGL,IGLV1-86*01,67.025,279,86,2,1060555,1060827,6,284,1.09e-19,98.3
IGL,IGLV1-86*01,64.878,205,72,0,898162,898366,81,285,1.09e-19,98.3
IGL,IGLV1-86*01,75.630,119,29,0,1124156,1124274,167,285,1.09e-19,98.3
IGL,IGLV1-86*01,75.163,153,35,1,1123971,1124123,1,150,3.26e-19,96.7
IGL,IGLV1-86*01,75.000,120,30,0,1004355,1004474,148,267,3.26e-19,96.7
IGL,IGLV1-86*01,77.778,171,34,4,881417,881585,99,267,9.77e-19,95.1
IGL,IGLV1-86*01,69.079,152,47,0,1227605,1227756,103,254,2.93e-18,93.5
IGL,IGLV1-86*01,73.333,120,32,0,969004,969123,148,267,2.64e-17,90.3
IGL,IGLV1-86*01,62.791,215,80,0,552433,552647,52,266,7.91e-17,88.8
IGL,IGLV1-86*01,83.333,78,13,0,841610,841687,1,78,2.14e-15,84.0
IGL,IGLV1-86*01,73.856,153,37,2,218910,219062,3,152,6.41e-15,82.4
IGL,IGLV1-86*01,66.026,156,53,0,835969,836124,97,252,1.92e-14,80.8
IGL,IGLV1-86*01,64.815,162,57,0,26435,26596,105,266,1.73e-13,77.7
IGL,IGLV1-86*01,66.000,150,51,0,1232406,1232555,105,254,1.73e-13,77.7
IGL,IGLV1-86*01,65.772,149,51,0,1028755,1028903,106,254,5.19e-13,76.1
IGL,IGLV1-86*01,65.734,143,49,0,1100294,1100436,91,233,4.67e-12,72.9
IGL,IGLV1-86*01,68.047,169,51,1,818724,818892,12,177,1.40e-11,71.3
IGL,IGLV1-86*01,62.222,180,68,0,480479,480658,89,268,1.40e-11,71.3
IGL,IGLV1-86*01,64.444,180,63,1,850642,850820,105,284,4.20e-11,69.7
IGL,IGLV1-86*01,69.027,113,35,0,1046674,1046786,153,265,4.20e-11,69.7
IGL,IGLV1-86*01,65.909,132,45,0,588383,588514,132,263,1.26e-10,68.2
IGL,IGLV1-86*01,59.535,215,87,0,632901,633115,52,266,3.78e-10,66.6
IGL,IGLV1-86*01,76.316,76,18,0,832060,832135,3,78,1.13e-09,65.0
IGL,IGLV1-86*01,79.104,67,14,0,845382,845448,6,72,3.40e-09,63.4
IGL,IGLV1-86*01,79.104,67,14,0,958326,958392,6,72,3.40e-09,63.4
IGL,IGLV1-86*01,77.612,67,15,0,884517,884583,6,72,3.06e-08,60.2
IGL,IGLV1-86*01,77.612,67,15,0,907773,907839,6,72,3.06e-08,60.2
IGL,IGLV1-86*01,80.000,60,12,0,893615,893674,6,65,9.19e-08,58.6
IGL,IGLV1-86*01,80.000,60,12,0,916885,916944,6,65,9.19e-08,58.6
IGL,IGLV1-86*01,80.000,60,12,0,937789,937848,6,65,9.19e-08,58.6
IGL,IGLV1-86*01,59.000,200,82,0,534683,534882,59,258,9.19e-08,58.6
IGL,IGLV1-86*01,67.308,104,34,0,1130788,1130891,181,284,9.19e-08,58.6
IGL,IGLV1-86*01,76.119,67,16,0,858177,858243,6,72,2.76e-07,57.1
IGL,IGLV1-86*01,81.818,55,10,0,966627,966681,11,65,2.76e-07,57.1
IGL,IGLV1-86*01,74.648,71,18,0,297795,297865,226,296,2.76e-07,57.1
IGL,IGLV1-86*01,80.357,56,11,0,867403,867458,10,65,8.27e-07,55.5
IGL,IGLV1-86*01,80.357,56,11,0,1028665,1028720,10,65,8.27e-07,55.5
IGL,IGLV1-86*01,63.934,122,44,0,708517,708638,165,286,8.27e-07,55.5
IGL,IGLV1-86*01,74.627,67,17,0,1232313,1232379,6,72,2.48e-06,53.9
IGL,IGLV1-86*01,88.095,42,5,0,164572,164613,225,266,7.45e-06,52.3
IGL,IGLV1-86*01,66.316,95,32,0,276843,276937,172,266,2.23e-05,50.7
IGL,IGLV1-86*01,69.620,79,24,0,300219,300297,207,285,2.23e-05,50.7
IGL,IGLV1-86*01,61.538,130,50,0,559191,559320,119,248,6.70e-05,49.1
IGL,IGLV1-86*01,67.045,88,29,0,701690,701777,179,266,6.70e-05,49.1
IGL,IGLV1-86*01,74.194,62,16,0,536580,536641,224,285,6.70e-05,49.1
IGL,IGLV1-86*01,74.194,62,16,0,631887,631948,224,285,6.70e-05,49.1
IGL,IGLV1-86*01,85.714,42,6,0,674339,674380,225,266,6.70e-05,49.1
IGL,IGLV1-86*01,62.393,117,44,0,588263,588379,1,117,2.01e-04,47.5
IGL,IGLV1-86*01,79.688,64,12,1,881325,881387,10,73,2.01e-04,47.5
IGL,IGLV1-86*01,75.439,57,14,0,1063229,1063285,16,72,2.01e-04,47.5
IGL,IGLV1-86*01,65.591,93,32,0,300114,300206,106,198,2.01e-04,47.5
IGL,IGLV1-86*01,61.069,131,51,0,486217,486347,118,248,2.01e-04,47.5
IGL,IGLV1-86*01,83.721,43,7,0,485146,485188,224,266,2.01e-04,47.5
IGL,IGLV1-86*01,71.765,85,23,1,289049,289132,6,90,6.03e-04,46.0
IGL,IGLV1-86*01,68.421,76,24,0,269003,269078,210,285,6.03e-04,46.0
IGL,IGLV1-86*01,83.333,42,7,0,518315,518356,225,266,6.03e-04,46.0
IGL,IGLV1-86*01,75.000,56,14,0,37684,37739,231,286,6.03e-04,46.0
IGL,IGLV1-86*01,67.532,77,25,0,249447,249523,1,77,0.002,44.4
IGL,IGLV1-86*01,67.442,129,40,2,454669,454795,4,132,0.002,44.4
IGL,IGLV1-86*01,72.881,59,16,0,558138,558196,225,283,0.002,44.4
IGL,IGLV1-86*01,82.500,40,7,0,268773,268812,1,40,0.005,42.8
IGL,IGLV1-86*01,74.648,71,17,1,448112,448181,4,74,0.005,42.8
IGL,IGLV1-86*01,60.000,130,52,0,519372,519501,119,248,0.005,42.8
IGL,IGLV1-86*01,90.625,32,3,0,249702,249733,235,266,0.005,42.8
IGL,IGLV1-86*01,81.818,33,6,0,1056528,1056560,3,35,1.3,34.9
IGL,IGLV1-86*01,60.396,101,40,0,448933,449033,181,281,1.3,34.9
IGL,IGLV1-86*01,80.000,35,7,0,246054,246088,220,254,1.3,34.9
IGL,IGLV1-86*01,58.065,124,52,0,674097,674220,1,124,4.0,33.3
IGL,IGLV1-86*01,77.778,36,8,0,1001171,1001206,210,245,4.0,33.3
IGL,IGLV1-85*01,100.000,296,0,0,495054,495349,1,296,8.16e-132,470
IGL,IGLV1-85*01,93.919,296,18,0,608864,609159,1,296,1.23e-114,413
IGL,IGLV1-85*01,92.203,295,23,0,598032,598326,1,295,2.17e-109,396
IGL,IGLV1-85*01,91.892,296,24,0,603040,603335,1,296,6.51e-109,394
IGL,IGLV1-85*01,87.500,296,37,0,593859,594154,1,296,1.66e-96,353
IGL,IGLV1-85*01,85.811,296,42,0,489715,490010,1,296,9.78e-92,337
IGL,IGLV1-85*01,86.552,290,39,0,522710,522999,1,290,9.78e-92,337
IGL,IGLV1-85*01,85.763,295,42,0,562725,563019,1,295,2.93e-91,336
IGL,IGLV1-85*01,84.746,295,45,0,541242,541536,1,295,2.14e-88,326
IGL,IGLV1-85*01,84.644,267,41,0,636192,636458,1,267,7.45e-79,294
IGL,IGLV1-85*01,79.585,289,56,1,948722,949010,1,286,4.60e-64,245
IGL,IGLV1-85*01,79.514,288,56,1,1013268,1013555,1,285,1.38e-63,244
IGL,IGLV1-85*01,79.570,279,54,1,904569,904847,1,276,3.36e-61,236
IGL,IGLV1-85*01,78.049,287,60,1,1071352,1071638,1,284,2.72e-59,229
IGL,IGLV1-85*01,78.571,280,57,1,1036896,1037175,1,277,8.16e-59,228
IGL,IGLV1-85*01,77.431,288,62,1,1095029,1095316,1,285,7.34e-58,225
IGL,IGLV1-85*01,76.431,297,67,1,262286,262582,1,294,2.20e-57,223
IGL,IGLV1-85*01,77.474,293,63,2,256780,257071,4,294,6.61e-57,221
